patch_id,patch_id_s1,timestamp_s2,timestamp_s1,season_s2,season_s1,lon,lat,climatezone
S2A_MSIL2A_20180430T094031_82_56,S1B_IW_GRDH_1SDV_20180429T163254_34TCR_82_56,2018-04-30 09:40:31,2018-04-29 16:32:54,0.90212,0.89832,19.70869,45.43602,25
S2B_MSIL2A_20170930T095019_18_12,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_18_12,2017-09-30 09:50:19,2017-09-29 04:50:32,0.65027,0.65687,21.3539,55.81045,26
S2B_MSIL2A_20170829T105019_79_30,S1A_IW_GRDH_1SDV_20170829T055029_31UER_79_30,2017-08-29 10:50:19,2017-08-29 05:50:29,0.83417,0.83417,4.33688,50.21544,15
S2A_MSIL2A_20170613T101031_74_50,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_74_50,2017-06-13 10:10:31,2017-06-13 16:50:43,0.99749,0.99749,13.51161,48.19819,26
S2A_MSIL2A_20180430T094031_59_56,S1B_IW_GRDH_1SDV_20180429T163254_34TCR_59_56,2018-04-30 09:40:31,2018-04-29 16:32:54,0.90212,0.89832,19.35595,45.43149,14
S2A_MSIL2A_20170803T094031_45_17,S1A_IW_GRDH_1SDV_20170802T163350_34TCR_45_17,2017-08-03 09:40:31,2017-08-02 16:33:50,0.93427,0.93724,19.1273,45.84922,26
S2A_MSIL2A_20180225T114351_46_65,S1B_IW_GRDH_1SDV_20180225T063817_29UPU_46_65,2018-02-25 11:43:51,2018-02-25 06:38:17,0.53538,0.53538,-6.70364,52.52077,15
S2B_MSIL2A_20170927T094019_0_28,S1A_IW_GRDH_1SDV_20170928T161150_35ULB_0_28,2017-09-27 09:40:19,2017-09-28 16:11:50,0.66993,0.66343,23.83506,55.59759,26
S2A_MSIL2A_20171002T094031_67_88,S1B_IW_GRDH_1SDV_20170929T045327_34TCS_67_88,2017-10-02 09:40:31,2017-09-29 04:53:27,0.63734,0.65687,19.46351,45.98762,26
S2B_MSIL2A_20170927T94020_4_55,S1A_IW_GRDH_1SDV_20170928T161150_35ULB_4_55,2017-09-27 09:40:20,2017-09-28 16:11:50,0.66993,0.66343,23.93377,55.30881,26
S2A_MSIL2A_20180413T095031_63_60,S1A_IW_GRDH_1SDV_20180413T161957_34UEG_63_60,2018-04-13 09:50:31,2018-04-13 16:19:57,0.82844,0.82844,22.19952,55.2875,26
S2B_MSIL2A_20171206T094349_56_18,S1B_IW_GRDH_1SDV_20171206T163254_34TCR_56_18,2017-12-06 09:43:49,2017-12-06 16:32:54,0.13327,0.13327,19.29756,45.84108,26
S2B_MSIL2A_20180506T105029_89_20,S1A_IW_GRDH_1SDV_20180508T055029_31UER_89_20,2018-05-06 10:50:29,2018-05-08 05:50:29,0.92282,0.92919,4.50842,50.32127,15
S2B_MSIL2A_20170831T095029_23_4,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_23_4,2017-08-31 09:50:29,2017-08-31 16:42:43,0.82474,0.82474,16.74204,48.69126,26
S2A_MSIL2A_20170905T095031_69_34,S1A_IW_GRDH_1SDV_20170903T153258_35VNL_69_34,2017-09-05 09:50:31,2017-09-03 15:32:58,0.79928,0.80965,28.68356,63.64577,27
S2B_MSIL2A_20170930T095019_27_0,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_27_0,2017-09-30 09:50:19,2017-09-29 04:50:32,0.65027,0.65687,21.52797,55.93921,26
S2B_MSIL2A_20170808T094029_1_28,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_1_28,2017-08-08 09:40:29,2017-08-08 04:34:59,0.91838,0.91838,23.92397,54.70061,26
S2A_MSIL2A_20171221T112501_16_61,S1A_IW_GRDH_1SDV_20171221T064303_29SND_16_61,2017-12-21 11:25:01,2017-12-21 06:43:03,0.00699,0.00699,-8.7713,39.08505,8
S2A_MSIL2A_20170613T101031_58_55,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_58_55,2017-06-13 10:10:31,2017-06-12 16:58:09,0.99749,0.99683,13.25517,48.1406,26
S2B_MSIL2A_20180502T093039_67_86,S1A_IW_GRDH_1SDV_20180430T162450_34TEP_67_86,2018-05-02 09:30:39,2018-04-30 16:24:50,0.90928,0.90212,21.99862,43.31446,26
S2B_MSIL2A_20171206T094349_36_12,S1B_IW_GRDH_1SDV_20171206T163254_34TCR_36_12,2017-12-06 09:43:49,2017-12-06 16:32:54,0.13327,0.13327,18.98634,45.90082,26
S2A_MSIL2A_20180430T094031_58_17,S1B_IW_GRDH_1SDV_20180429T163254_34TCR_58_17,2018-04-30 09:40:31,2018-04-29 16:32:54,0.90212,0.89832,19.32813,45.85233,26
S2B_MSIL2A_20170831T095029_9_21,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_9_21,2017-08-31 09:50:29,2017-08-31 16:42:43,0.82474,0.82474,16.50837,48.51103,26
S2B_MSIL2A_20180201T093219_7_43,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_7_43,2018-02-01 09:32:19,2018-01-30 16:24:07,0.34129,0.32482,21.1116,43.78338,26
S2A_MSIL2A_20180506T100031_89_69,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_89_69,2018-05-06 10:00:31,2018-05-07 05:09:48,0.92282,0.92604,16.43934,47.99368,26
S2A_MSIL2A_20170701T093031_53_87,S1B_IW_GRDH_1SDV_20170629T153137_35VPK_53_87,2017-07-01 09:30:31,2017-06-29 15:31:37,0.99631,0.99764,30.15147,62.15121,27
S2A_MSIL2A_20170803T094031_81_20,S1A_IW_GRDH_1SDV_20170802T163350_34TCR_81_20,2017-08-03 09:40:31,2017-08-02 16:33:50,0.93427,0.93724,19.68429,45.82459,26
S2B_MSIL2A_20180421T100029_50_80,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_50_80,2018-04-21 10:00:29,2018-04-21 16:50:21,0.86549,0.86549,15.79657,46.98171,26
S2B_MSIL2A_20170930T095019_21_35,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_21_35,2017-09-30 09:50:19,2017-09-29 04:50:32,0.65027,0.65687,21.40875,55.56228,26
S2B_MSIL2A_20170801T095029_31_1,S1B_IW_GRDH_1SDV_20170801T164200_33TXN_31_1,2017-08-01 09:50:29,2017-08-01 16:42:00,0.94016,0.94016,16.84103,47.82274,26
S2A_MSIL2A_20170816T095031_60_72,S1A_IW_GRDH_1SDV_20170816T161958_34UEG_60_72,2017-08-16 09:50:31,2017-08-16 16:19:58,0.88957,0.88957,22.13915,55.15867,26
S2B_MSIL2A_20180502T093039_30_45,S1A_IW_GRDH_1SDV_20180430T162450_34TEP_30_45,2018-05-02 09:30:39,2018-04-30 16:24:50,0.90928,0.90212,21.45444,43.76092,26
S2A_MSIL2A_20171002T094031_47_84,S1B_IW_GRDH_1SDV_20170930T164112_34TCR_47_84,2017-10-02 09:40:31,2017-09-30 16:41:12,0.63734,0.65027,19.18163,45.1264,26
S2B_MSIL2A_20180515T112109_22_78,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_22_78,2018-05-15 11:21:09,2018-05-15 06:34:21,0.94941,0.94941,-8.6927,37.99964,8
S2A_MSIL2A_20171002T094031_64_2,S1B_IW_GRDH_1SDV_20170929T045327_34TCR_64_2,2017-10-02 09:40:31,2017-09-29 04:53:27,0.63734,0.65687,19.41623,46.0156,26
S2B_MSIL2A_20180522T093029_28_15,S1A_IW_GRDH_1SDV_20180523T043256_35VPJ_28_15,2018-05-22 09:30:29,2018-05-23 04:32:56,0.9663,0.96844,29.56611,62.04098,27
S2B_MSIL2A_20170924T93014_10_68,S1A_IW_GRDH_1SDV_20170923T160313_35UMA_10_68,2017-09-24 09:30:14,2017-09-23 16:03:13,0.68913,0.69543,25.6563,54.30078,26
S2B_MSIL2A_20170818T112109_11_80,S1A_IW_GRDH_1SDV_20170818T063514_29SNB_11_80,2017-08-18 11:21:09,2017-08-18 06:35:14,0.88173,0.88173,-8.84497,37.07677,8
S2B_MSIL2A_20170831T095029_43_82,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_43_82,2017-08-31 09:50:29,2017-08-31 16:42:43,0.82474,0.82474,17.03427,47.84431,26
S2B_MSIL2A_20171219T095409_37_1,S1A_IW_GRDH_1SDV_20171221T050141_33TXN_37_1,2017-12-19 09:54:09,2017-12-21 05:01:41,0.02388,0.00699,16.93717,47.82116,26
S2B_MSIL2A_20170808T094029_23_48,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_23_48,2017-08-08 09:40:29,2017-08-08 04:35:24,0.91838,0.91838,24.34722,54.49485,26
S2B_MSIL2A_20171112T114339_29_47,S1B_IW_GRDH_1SDV_20171112T181343_29UPU_29_47,2017-11-12 11:43:39,2017-11-12 18:13:43,0.33482,0.33482,-6.99525,52.72028,15
S2B_MSIL2A_20180204T094159_68_19,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_68_19,2018-02-04 09:41:59,2018-02-04 04:33:18,0.36662,0.36662,28.52509,61.11577,27
S2B_MSIL2A_20170802T092029_17_19,S1B_IW_GRDH_1SDV_20170802T043751_34TFN_17_19,2017-08-02 09:20:29,2017-08-02 04:37:51,0.93724,0.93724,22.4877,43.13247,26
S2B_MSIL2A_20171206T094349_36_29,S1B_IW_GRDH_1SDV_20171206T163254_34TCR_36_29,2017-12-06 09:43:49,2017-12-06 16:32:54,0.13327,0.13327,18.99294,45.71732,26
S2B_MSIL2A_20171206T094349_69_48,S1B_IW_GRDH_1SDV_20171206T163254_34TCR_69_48,2017-12-06 09:43:49,2017-12-06 16:32:54,0.13327,0.13327,19.50702,45.51998,26
S2A_MSIL2A_20180510T094031_33_82,S1B_IW_GRDH_1SDV_20180510T044232_35VLC_33_82,2018-05-10 09:40:31,2018-05-10 04:42:32,0.9353,0.9353,24.44223,55.92781,26
S2A_MSIL2A_20170701T093031_32_87,S1B_IW_GRDH_1SDV_20170629T153137_35VPK_32_87,2017-07-01 09:30:31,2017-06-29 15:31:37,0.99631,0.99764,29.66849,62.16137,27
S2B_MSIL2A_20170829T105019_76_5,S1A_IW_GRDH_1SDV_20170829T055029_31UER_76_5,2017-08-29 10:50:19,2017-08-29 05:50:29,0.83417,0.83417,4.29375,50.48575,15
S2A_MSIL2A_20171221T112501_35_37,S1A_IW_GRDH_1SDV_20171221T064238_29SND_35_37,2017-12-21 11:25:01,2017-12-21 06:42:38,0.00699,0.00699,-8.50587,39.34375,8
S2A_MSIL2A_20170617T113321_7_68,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_7_68,2017-06-17 11:33:21,2017-06-17 06:47:24,0.99935,0.99935,-7.39425,52.49979,15
S2A_MSIL2A_20170717T113321_65_50,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_65_50,2017-07-17 11:33:21,2017-07-17 06:46:30,0.97567,0.97567,-6.30258,53.57301,15
S2B_MSIL2A_20171015T104009_6_43,S1A_IW_GRDH_1SDV_20171016T055031_31UGR_6_43,2017-10-15 10:40:09,2017-10-16 05:50:31,0.54908,0.542,5.90198,50.04654,26
S2B_MSIL2A_20180326T112109_38_5,S1B_IW_GRDH_1SDV_20180327T183408_29SNB_38_5,2018-03-26 11:21:09,2018-03-27 18:34:08,0.73158,0.73731,-8.47482,37.88693,8
S2B_MSIL2A_20180201T093219_87_22,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_87_22,2018-02-01 09:32:19,2018-01-30 16:24:07,0.34129,0.32482,22.30946,44.00282,25
S2B_MSIL2A_20170906T101020_53_52,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_53_52,2017-09-06 10:10:20,2017-09-06 15:57:49,0.79401,0.79401,24.3971,64.31944,27
S2A_MSIL2A_20171201T112431_64_33,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_64_33,2017-12-01 11:24:31,2017-12-03 18:34:50,0.17498,0.15833,-8.12361,37.582,8
S2A_MSIL2A_20180506T100031_34_9,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_34_9,2018-05-06 10:00:31,2018-05-07 05:09:48,0.92282,0.92604,15.56181,48.64909,26
S2B_MSIL2A_20170719T094029_80_83,S1B_IW_GRDH_1SDV_20170719T045324_34TCS_80_83,2017-07-19 09:40:29,2017-07-19 04:53:24,0.97183,0.97183,19.66357,46.04414,26
S2B_MSIL2A_20170719T094029_59_88,S1B_IW_GRDH_1SDV_20170719T045324_34TCS_59_88,2017-07-19 09:40:29,2017-07-19 04:53:24,0.97183,0.97183,19.33961,45.98589,26
S2B_MSIL2A_20170924T093019_58_82,S1A_IW_GRDH_1SDV_20170925T043256_35VPK_58_82,2017-09-24 09:30:19,2017-09-25 04:32:56,0.68913,0.68278,30.27222,62.20232,27
S2B_MSIL2A_20180421T114349_31_42,S1A_IW_GRDH_1SDV_20180420T063917_29UPU_31_42,2018-04-21 11:43:49,2018-04-20 06:39:17,0.86549,0.86108,-6.95722,52.77358,15
S2B_MSIL2A_20180220T114339_69_57,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_69_57,2018-02-20 11:43:39,2018-02-19 06:38:51,0.49672,0.48886,-6.23509,53.49594,15
S2B_MSIL2A_20180326T112109_69_6,S1B_IW_GRDH_1SDV_20180327T183408_29SNB_69_6,2018-03-26 11:21:09,2018-03-27 18:34:08,0.73158,0.73731,-8.05195,37.87347,8
S2B_MSIL2A_20180506T105029_73_18,S1A_IW_GRDH_1SDV_20180508T055029_31UER_73_18,2018-05-06 10:50:29,2018-05-08 05:50:29,0.92282,0.92919,4.23935,50.34604,15
S2A_MSIL2A_20180506T100031_41_47,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_41_47,2018-05-06 10:00:31,2018-05-07 05:09:48,0.92282,0.92604,15.67043,48.23826,26
S2B_MSIL2A_20170825T093029_29_77,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_29_77,2017-08-25 09:30:29,2017-08-26 16:33:27,0.85232,0.84787,21.44365,44.31576,14
S2A_MSIL2A_20170803T094031_57_87,S1A_IW_GRDH_1SDV_20170802T163325_34TCR_57_87,2017-08-03 09:40:31,2017-08-02 16:33:25,0.93427,0.93724,19.33509,45.09633,26
S2B_MSIL2A_20170831T095029_31_9,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_31_9,2017-08-31 09:50:29,2017-08-31 16:42:43,0.82474,0.82474,16.87042,48.63527,26
S2A_MSIL2A_20170717T113321_33_45,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_33_45,2017-07-17 11:33:21,2017-07-17 06:46:30,0.97567,0.97567,-6.87934,53.63857,15
S2B_MSIL2A_20170927T94020_48_47,S1A_IW_GRDH_1SDV_20170928T161150_35ULB_48_47,2017-09-27 09:40:20,2017-09-28 16:11:50,0.66993,0.66343,24.76001,55.41306,26
S2A_MSIL2A_20180413T095031_89_67,S1A_IW_GRDH_1SDV_20180413T161957_34UEG_89_67,2018-04-13 09:50:31,2018-04-13 16:19:57,0.82844,0.82844,22.68739,55.20623,26
S2A_MSIL2A_20170803T094031_40_16,S1A_IW_GRDH_1SDV_20170802T163350_34TCR_40_16,2017-08-03 09:40:31,2017-08-02 16:33:50,0.93427,0.93724,19.04969,45.85872,26
S2A_MSIL2A_20180510T094031_9_87,S1B_IW_GRDH_1SDV_20180510T044232_35VLC_9_87,2018-05-10 09:40:31,2018-05-10 04:42:32,0.9353,0.9353,23.9861,55.86355,26
S2B_MSIL2A_20170914T093029_47_0,S1A_IW_GRDH_1SDV_20170914T162516_34TEP_47_0,2017-09-14 09:30:29,2017-09-14 16:25:16,0.74967,0.74967,21.71366,44.24579,26
S2B_MSIL2A_20170927T094019_90_64,S1A_IW_GRDH_1SDV_20170925T043436_35VLC_90_64,2017-09-27 09:40:19,2017-09-25 04:34:36,0.66993,0.68278,25.52913,56.13968,26
S2A_MSIL2A_20180506T100031_3_3,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_3_3,2018-05-06 10:00:31,2018-05-07 05:09:48,0.92282,0.92604,15.05683,48.71522,26
S2A_MSIL2A_20180510T094031_13_70,S1A_IW_GRDH_1SDV_20180509T160338_35VLC_13_70,2018-05-10 09:40:31,2018-05-09 16:03:38,0.9353,0.93228,24.04878,56.04845,26
S2B_MSIL2A_20171112T114339_26_14,S1B_IW_GRDH_1SDV_20171112T181343_29UPU_26_14,2017-11-12 11:43:39,2017-11-12 18:13:43,0.33482,0.33482,-7.03246,53.07695,15
S2A_MSIL2A_20180506T100031_65_7,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_65_7,2018-05-06 10:00:31,2018-05-07 05:09:48,0.92282,0.92604,16.06725,48.6671,26
S2B_MSIL2A_20170914T093029_6_32,S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_6_32,2017-09-14 09:30:29,2017-09-14 16:25:16,0.74967,0.74967,21.09837,44.80272,14
S2B_MSIL2A_20180502T093039_63_27,S1A_IW_GRDH_1SDV_20180430T162450_34TEP_63_27,2018-05-02 09:30:39,2018-04-30 16:24:50,0.90928,0.90212,21.94942,43.95236,26
S2A_MSIL2A_20171104T095201_10_75,S1A_IW_GRDH_1SDV_20171104T165023_33TXN_10_75,2017-11-04 09:52:01,2017-11-04 16:50:23,0.39974,0.39974,16.48189,47.02889,26
S2B_MSIL2A_20170927T094019_50_13,S1A_IW_GRDH_1SDV_20170928T161150_35ULB_50_13,2017-09-27 09:40:19,2017-09-28 16:11:50,0.66993,0.66343,24.77727,55.78008,26
S2A_MSIL2A_20171015T095031_14_66,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_14_66,2017-10-15 09:50:31,2017-10-15 05:09:50,0.54908,0.54908,16.57458,48.0243,26
S2A_MSIL2A_20180228T101021_84_3,S1A_IW_GRDH_1SDV_20180228T154946_34WFS_84_3,2018-02-28 10:10:21,2018-02-28 15:49:46,0.55805,0.55805,25.24574,64.82582,27
S2A_MSIL2A_20171121T112351_16_61,S1B_IW_GRDH_1SDV_20171121T064205_29SND_16_61,2017-11-21 11:23:51,2017-11-21 06:42:05,0.25986,0.25986,-8.7713,39.08505,8
S2B_MSIL2A_20180502T093039_52_81,S1A_IW_GRDH_1SDV_20180430T162450_34TEP_52_81,2018-05-02 09:30:39,2018-04-30 16:24:50,0.90928,0.90212,21.77736,43.3702,14
S2B_MSIL2A_20170914T093029_23_82,S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_23_82,2017-09-14 09:30:29,2017-09-14 16:25:16,0.74967,0.74967,21.35304,44.26206,26
S2B_MSIL2A_20170825T093029_8_36,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_8_36,2017-08-25 09:30:29,2017-08-26 16:33:27,0.85232,0.84787,21.12863,44.75948,14
S2B_MSIL2A_20180422T093029_27_20,S1A_IW_GRDH_1SDV_20180422T044556_34TEQ_27_20,2018-04-22 09:30:29,2018-04-22 04:45:56,0.86983,0.86983,21.41795,44.93163,14
S2A_MSIL2A_20171208T093351_6_69,S1A_IW_GRDH_1SDV_20171207T162450_34TEN_6_69,2017-12-08 09:33:51,2017-12-07 16:24:50,0.11651,0.12489,21.09484,42.60179,26
S2B_MSIL2A_20170825T093029_20_5,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_20_5,2017-08-25 09:30:29,2017-08-26 16:33:27,0.85232,0.84787,21.31238,45.094,26
S2A_MSIL2A_20180225T114351_36_24,S1B_IW_GRDH_1SDV_20180225T063817_29UPU_36_24,2018-02-25 11:43:51,2018-02-25 06:38:17,0.53538,0.53538,-6.8588,52.96606,15
S2A_MSIL2A_20180413T95032_57_9,S1A_IW_GRDH_1SDV_20180415T160451_35VLG_57_9,2018-04-13 09:50:32,2018-04-15 16:04:51,0.82844,0.83808,24.62862,60.31295,27
S2A_MSIL2A_20171015T095031_14_72,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_14_72,2017-10-15 09:50:31,2017-10-15 05:09:50,0.54908,0.54908,16.57261,47.95954,26
S2A_MSIL2A_20180430T094031_56_14,S1B_IW_GRDH_1SDV_20180429T163254_34TCR_56_14,2018-04-30 09:40:31,2018-04-29 16:32:54,0.90212,0.89832,19.29624,45.88426,26
S2A_MSIL2A_20180508T104031_35_74,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_35_74,2018-05-08 10:40:31,2018-05-08 05:50:29,0.92919,0.92919,6.36393,49.69937,15
S2B_MSIL2A_20180204T094159_3_67,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_3_67,2018-02-04 09:41:59,2018-02-04 04:33:18,0.36662,0.36662,27.07634,60.60721,27
S2B_MSIL2A_20180515T112110_80_65,S1B_IW_GRDH_1SDV_20180515T063356_29SND_80_65,2018-05-15 11:21:10,2018-05-15 06:33:56,0.94941,0.94941,-7.88409,39.03669,8
S2B_MSIL2A_20180422T093029_33_46,S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_33_46,2018-04-22 09:30:29,2018-04-22 04:46:21,0.86983,0.86983,21.50673,44.6504,14
S2A_MSIL2A_20180430T094031_68_26,S1B_IW_GRDH_1SDV_20180429T163254_34TCR_68_26,2018-04-30 09:40:31,2018-04-29 16:32:54,0.90212,0.89832,19.48528,45.75732,26
S2B_MSIL2A_20180225T105019_82_4,S1A_IW_GRDH_1SDV_20180225T055027_31UER_82_4,2018-02-25 10:50:19,2018-02-25 05:50:27,0.53538,0.53538,4.39553,50.49536,15
S2B_MSIL2A_20171206T094349_83_47,S1B_IW_GRDH_1SDV_20171206T163254_34TCR_83_47,2017-12-06 09:43:49,2017-12-06 16:32:54,0.13327,0.13327,19.72183,45.53339,25
S2B_MSIL2A_20170825T093029_4_38,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_4_38,2017-08-25 09:30:29,2017-08-26 16:33:27,0.85232,0.84787,21.06795,44.73792,14
S2A_MSIL2A_20180506T100031_41_37,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_41_37,2018-05-06 10:00:31,2018-05-07 05:09:48,0.92282,0.92604,15.67184,48.34622,26
S2A_MSIL2A_20170617T113321_44_34,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_44_34,2017-06-17 11:33:21,2017-06-17 06:47:24,0.99935,0.99935,-6.72164,52.85561,15
S2B_MSIL2A_20170924T093019_65_68,S1B_IW_GRDH_1SDV_20170924T155419_35UMB_65_68,2017-09-24 09:30:19,2017-09-24 15:54:19,0.68913,0.68913,26.6631,55.20666,26
S2B_MSIL2A_20180502T093039_15_88,S1A_IW_GRDH_1SDV_20180430T162450_34TEP_15_88,2018-05-02 09:30:39,2018-04-30 16:24:50,0.90928,0.90212,21.22906,43.29698,26
S2B_MSIL2A_20180421T114349_30_33,S1A_IW_GRDH_1SDV_20180420T063917_29UPU_30_33,2018-04-21 11:43:49,2018-04-20 06:39:17,0.86549,0.86108,-6.97048,52.87091,15
S2B_MSIL2A_20171219T095409_59_56,S1B_IW_GRDH_1SDV_20171220T050937_33TWN_59_56,2017-12-19 09:54:09,2017-12-20 05:09:37,0.02388,0.01543,15.94313,47.23976,26
S2B_MSIL2A_20170927T94020_13_63,S1A_IW_GRDH_1SDV_20170928T161150_35ULB_13_63,2017-09-27 09:40:20,2017-09-28 16:11:50,0.66993,0.66343,24.10996,55.22681,26
S2A_MSIL2A_20170803T094031_85_70,S1A_IW_GRDH_1SDV_20170802T163325_34TCR_85_70,2017-08-03 09:40:31,2017-08-02 16:33:25,0.93427,0.93724,19.75802,45.28535,14
S2A_MSIL2A_20180529T115401_81_89,S1A_IW_GRDH_1SDV_20180529T181504_29UNB_81_89,2018-05-29 11:54:01,2018-05-29 18:15:04,0.97982,0.97982,-7.47247,54.97107,15
S2A_MSIL2A_20170803T094031_34_43,S1A_IW_GRDH_1SDV_20170802T163350_34TCR_34_43,2017-08-03 09:40:31,2017-08-02 16:33:50,0.93427,0.93724,18.9676,45.56566,25
S2A_MSIL2A_20180430T094031_59_58,S1B_IW_GRDH_1SDV_20180429T163254_34TCR_59_58,2018-04-30 09:40:31,2018-04-29 16:32:54,0.90212,0.89832,19.35657,45.4099,14
S2B_MSIL2A_20170930T095019_40_70,S1B_IW_GRDH_1SDV_20170929T045057_34UEG_40_70,2017-09-30 09:50:19,2017-09-29 04:50:57,0.65027,0.65687,21.76292,55.18317,26
S2A_MSIL2A_20180506T100031_81_35,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_81_35,2018-05-06 10:00:31,2018-05-07 05:09:48,0.92282,0.92604,16.32008,48.3622,26
S2A_MSIL2A_20171104T095201_6_2,S1A_IW_GRDH_1SDV_20171104T165048_33TXN_6_2,2017-11-04 09:52:01,2017-11-04 16:50:48,0.39974,0.39974,16.44008,47.81768,26
S2B_MSIL2A_20171112T114339_38_37,S1B_IW_GRDH_1SDV_20171112T181343_29UPU_38_37,2017-11-12 11:43:39,2017-11-12 18:13:43,0.33482,0.33482,-6.83011,52.82527,15
S2B_MSIL2A_20170914T093029_12_2,S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_12_2,2017-09-14 09:30:29,2017-09-14 16:25:16,0.74967,0.74967,21.19048,45.12667,14
S2B_MSIL2A_20170914T93030_39_61,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_39_61,2017-09-14 09:30:30,2017-09-14 16:24:51,0.74967,0.74967,21.58691,43.58744,25
S2A_MSIL2A_20170813T112121_84_77,S1A_IW_GRDH_1SDV_20170812T182647_29SNC_84_77,2017-08-13 11:21:21,2017-08-12 18:26:47,0.90086,0.90449,-7.84523,38.00519,8
S2A_MSIL2A_20170818T103021_35_36,S1B_IW_GRDH_1SDV_20170818T054218_32TMT_35_36,2017-08-18 10:30:21,2017-08-18 05:42:18,0.88173,0.88173,8.23794,47.45707,15
S2B_MSIL2A_20170906T101020_43_87,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_43_87,2017-09-06 10:10:20,2017-09-06 15:57:49,0.79401,0.79401,24.10694,63.94864,27
S2B_MSIL2A_20170818T112109_81_17,S1A_IW_GRDH_1SDV_20170818T063514_29SNB_81_17,2017-08-18 11:21:09,2017-08-18 06:35:14,0.88173,0.88173,-7.89003,37.75309,8
S2A_MSIL2A_20171002T094031_82_80,S1B_IW_GRDH_1SDV_20170929T045327_34TCS_82_80,2017-10-02 09:40:31,2017-09-29 04:53:27,0.63734,0.65687,19.69382,46.07689,26
S2A_MSIL2A_20171002T94032_83_70,S1B_IW_GRDH_1SDV_20170929T045327_34TCR_83_70,2017-10-02 09:40:32,2017-09-29 04:53:27,0.63734,0.65687,19.72742,45.28501,14
S2B_MSIL2A_20170923T100019_20_24,S1B_IW_GRDH_1SDV_20170923T164942_33TWM_20_24,2017-09-23 10:00:19,2017-09-23 16:49:42,0.69543,0.69543,15.32145,46.68869,26
S2A_MSIL2A_20170617T113321_52_56,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_52_56,2017-06-17 11:33:21,2017-06-17 06:47:24,0.99935,0.99935,-6.5923,52.61567,15
S2A_MSIL2A_20180506T100031_53_36,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_53_36,2018-05-06 10:00:31,2018-05-07 05:09:48,0.92282,0.92604,15.86635,48.35571,26
S2A_MSIL2A_20171002T094031_90_18,S1B_IW_GRDH_1SDV_20170929T045327_34TCR_90_18,2017-10-02 09:40:31,2017-09-29 04:53:27,0.63734,0.65687,19.82284,45.8477,25
S2B_MSIL2A_20180515T112109_88_83,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_88_83,2018-05-15 11:21:09,2018-05-15 06:34:21,0.94941,0.94941,-7.79163,37.93976,8
S2A_MSIL2A_20180510T094031_30_74,S1A_IW_GRDH_1SDV_20180509T160338_35VLC_30_74,2018-05-10 09:40:31,2018-05-09 16:03:38,0.9353,0.93228,24.37885,56.01276,26
S2B_MSIL2A_20170831T095029_17_12,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_17_12,2017-08-31 09:50:29,2017-08-31 16:42:43,0.82474,0.82474,16.64144,48.60637,26
